Tweet;Tradução;Sentimento;Favoritos;Retweets;Data;Location;
EEEEEE TEAM TELÓ  ???????   ó @ Cachoeira… http ;EEEEEE TEAM TELÓ ? ? ? ? can can can o @ Waterfall... http;2;0;0;03/11/2016;-22.65979906, -45.003653;
RT : As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? https /t.…;RT : The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? https /t....;1;0;37;03/11/2016;Itaguaí, Brasil;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;03/11/2016;;
GFK-SP :   ícia24Horas  http ;GFK-SP : ícia24Horas http;2;0;0;03/11/2016;Pouso Alegre - mg;
As audições terminaram! Teló, Lulu, Claudinha ou Brown: qual o time mais forte do ?  ? http ;The auditions are over! Teló, Lulu, Claudinha or Brown: which team is stronger ? ? http;1;111;37;03/11/2016;São Paulo, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Januária Minas Gerais;
RT : Michel Teló está uma linda lésbica masculina  http ;RT : Michel Teló is a beautiful lesbian male http;0;0;3;03/11/2016;campo grande;
RT :  - Twitteiros comentam o reality musical da Globo.  http ;RT: twitter users commenting on the reality of music in the Globe. http;2;0;10;03/11/2016;Goiás, Brasil;
Quando tô no busão de boa escutando música e vejo alguém conhecido vindo em minha direção  http ;When I'm on the busa good listening music and I see someone coming in my direction http;1;11;5;03/11/2016;São Paulo, Brasil;
RT : Michel Teló está uma linda lésbica masculina  http ;RT : Michel Teló is a beautiful lesbian male http;0;0;3;03/11/2016;;
RJ - 23h13: Globo 27.1, SBT 9.8, Record 5.2, Band 1.3 ;RJ - 23h13: Globe 27.1, SBT 9.8, Record 5.2, Band 1.3;2;1;0;03/11/2016;Santa Catarina, Brasil;
RT :  Alguém me passa o zap e o instagram desse boy ai! Gabriel Correa nosso crush se não for pedir muito me…;RT : Someone pass me the zap and instagram this boy! Gabriel Correa our crush if it is not too much to ask me...;2;0;1;03/11/2016;;
Quando bebo tequila e ela desce queimando  http ;When I drink tequila and it goes down burning http;2;5;3;03/11/2016;São Paulo, Brasil;
  - Twitteiros comentam o reality musical da Globo.  http ;- Twitter users commenting on the reality of music in the Globe. http;2;41;10;03/11/2016;São Paulo, Brasil;
Michel Teló está uma linda lésbica masculina  http ;Michel Teló is a beautiful lesbian male http;3;5;3;03/11/2016;São Paulo, Brasil;
Ajeiooou  http ;Ajeiooou http;2;2;0;03/11/2016;São Paulo, Brasil;
da um desespero assistir o  e minha conta corrente assim http ;of a desperation to watch and my current account as well http;2;1;0;03/11/2016;sao paulo , brasil;
RT : URGENTE: Sia mostra o rosto pela primeira vez  http ;RT : URGENT: Sia shows his face for the first time http;2;0;175;03/11/2016;west coast;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;Feira de Santana, Brasil;
  semana quem vem ,ñ  chegou ja to chorando com o aperto do coraçãozinho  da minha rainha?   vitoria e p/fortes;week those who come ñ came already to crying with the grip of the heart of my queen? vitoria and p/strong;1;0;0;03/11/2016;São Paulo, Brasil;
riiindo muuito dos tweets do povo do horário de verão, aqui SP ja acabou e estamos comentado o final ;riiindo obsession of the tweets of the people of saving time, here SP ja is over and we commented on the final;2;0;0;03/11/2016;São Paulo, Brasil;
  certamente é, ainda, um dos poucos programas que vale a pena a gente ver na TV!  Obrigado Boni e equipe! abraço;certainly is, still, one of the few programs that are worth the we see on the TV! Thank you Boni and team! hug;4;2;0;03/11/2016;São Paulo, Brasil;
Irmão do Gabriel Correa, eita família abençoada.  http ;Brother of Gabriel Correa, jeez blessed family. http;3;1;0;03/11/2016;São Paulo;
RT : Esse  se não der certo no  pode virar modelo e se não der certo também pode virar meu marido…;RT : This if it does not work in can turn the model and if it does not work you can also turn around my husband...;1;0;1;03/11/2016;nem aí;
RT : Quem também gosta de "Adivinha O Quê" do mestr ? ;RT : Who also likes to "Guess What" the grand masters ?;2;0;4;03/11/2016;;
RT : Melhor time, melhor técnica, melhor programa, melhor temporada!   CLAUDIA LEITTE TA QUE TÁ;RT : Best team, best technical, best program, best season! CLAUDIA LEITTE TA TA;4;0;6;03/11/2016;Caruaru, Brasil;
  ainda bem que não há um Saccomani, mas... http ;it is good that there is a Saccomani, but... http;3;0;0;03/11/2016;São José dos Campos - SP;
RT : Minha antipatia pelo Tiago Leifert parece que aumenta cada vez que eu vejo ele ;RT : My antipathy by Tiago Leifert seems that increases each time I see it;2;0;3;03/11/2016;Goiânia;
RT : preguiça dessa gente que ainda desmerece sertanejo como se quem canta não tivesse talento, cresçam ;RT : laziness of these people that still certainly sertanejo as if who sings had no talent, grow up;1;0;2;03/11/2016;;
RT :  As pessoas assistem pra ver o povo cantando, eu vejo pra treinar meu ouvido e saber se a pessoa ta fora do to…;RT : people watch to see the people singing, I see to train my ear and know if the person ta out of the...;3;0;2;03/11/2016;São Paulo-SP-Brasil;
Esse  se não der certo no  pode virar modelo e se não der certo também pode virar meu marido... QUE LIN DO!!!;This if it does not work in can turn the model and if it does not work you can also turn to my husband... THAT LIN!!!;1;2;1;03/11/2016;São Paulo, Brasil;
RT : Melhor time, melhor técnica, melhor programa, melhor temporada!   CLAUDIA LEITTE TA QUE TÁ;RT : Best team, best technical, best program, best season! CLAUDIA LEITTE TA TA;4;0;6;03/11/2016;;
RT : Se ninguém virasse, desligava a TV. Melhor voz do dia. Vai, Jessica! ?? ;RT : If no one goes, off the TV. Best voice of the day. Will, Jessica! ??;2;0;3;03/11/2016;boa vista rr;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Brasil;
O babaca do Teló deixa de virar pra Júlia pra virar pro sertanejo   ;The asshole of the Teló leaves turn to Julia to turn pro backcountry;3;0;0;03/11/2016;Sao  paulo;
RT :  As pessoas assistem pra ver o povo cantando, eu vejo pra treinar meu ouvido e saber se a pessoa ta fora do to…;RT : people watch to see the people singing, I see to train my ear and know if the person ta out of the...;3;0;2;03/11/2016;Paraíba, Brasil;
RT : Não guento esse povo com 17 anos que vai no  só pra humilhar a gente com nossas voz de gralha;RT : guenta that people with 17 years old that goes in just to humiliate us with our voice of jackdaw;2;0;15;03/11/2016;Brasília, Brasil;
RT : preguiça dessa gente que ainda desmerece sertanejo como se quem canta não tivesse talento, cresçam ;RT : laziness of these people that still certainly sertanejo as if who sings had no talent, grow up;1;0;2;03/11/2016;20, Brasília;
preguiça dessa gente que ainda desmerece sertanejo como se quem canta não tivesse talento, cresçam ;the laziness of these people that still certainly sertanejo as if who sings had no talent, grow up;1;5;2;03/11/2016;Santa Catarina, Brasil;
jesus maria jose esse é lindo demais  http ;jesus maria jose this is gorgeous too http;4;0;0;03/11/2016;São Paulo, Brasil;
RT : Ivete Sangalo no The Voice, finalmente uma cantora de verdade no programa né gente ;RT : Ivete Sangalo in The Voice, finally a singer of truth in the program, né;3;0;3;03/11/2016;;
RT : Adoro as canções do Lulu Santos, mas pra cantar é muito "firulento"! Me dá uma preguiiiiiça...? ;RT : I Love the songs of Lulu Santos, but to sing is very "firulento"! Gives Me a preguiiiiiça...?;1;0;1;03/11/2016;;
Vou me preparar psicologicamente pros afrontes dos piveteiros na próxima semana! ?  ;I'm going to prepare myself psychologically pros afrontes of piveteiros in the next week! ?;1;1;0;03/11/2016;São Paulo - Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;;
RT : OBRIGADO MICHEL TÉLO, POR TER VIRADO PARA O GABRIEL  ;RT : THANK YOU, MICHEL TÉLO, HAVE TURNED TO THE GABRIEL;2;0;1;03/11/2016;Foz do Iguaçu, Brasil;
Viraria mil vezes kkkkk Bem  vindo ao ó  http ;Would become a thousand times! welcome to the o http;2;0;0;03/11/2016;Ipaussu - São Paulo;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;SP;
  Alguém me passa o zap e o instagram desse boy ai! Gabriel Correa nosso crush se não for pedir muito me da o endereço também;Someone pass me the zap and instagram this boy! Gabriel Correa our crush if it is not too much to ask give me the address also;1;1;1;03/11/2016;São Paulo, Brasil;
Melhor edição do  com as audições às cegas!;The best edition of the hearings to the blind!;3;0;0;03/11/2016;Botucatu;
Adoro as canções do Lulu Santos, mas pra cantar é muito "firulento"! Me dá uma preguiiiiiça...? ;I love the songs of Lulu Santos, but to sing is very "firulento"! Gives Me a preguiiiiiça...?;3;6;1;03/11/2016;São Paulo - SP;
Melhor programa da TV ? . Thanks ;Best TV program for sorting me out . Thanks;1;0;0;03/11/2016;Santa Bárbara D'Oeste - SP;
  As pessoas assistem pra ver o povo cantando, eu vejo pra treinar meu ouvido e saber se a pessoa ta fora do tom ou não.;People watch to see the people singing, I see to train my ear and know if the person ta out of tune or not.;1;4;2;03/11/2016;São Paulo, Brasil;
Só digo algo, estou indignada ;Just say something, I'm outraged;1;0;0;03/11/2016;Santo André, Brasil;
Como eu fiquei depois que esse michel telo nao virou a cadeira pra julia   http ;As I was after this michel telo nao turned his chair around to julia http;2;1;0;03/11/2016;Guarulhos - SP ;
Enquete  Qual time está mais forte??;Poll Which team is stronger??;2;1;1;03/11/2016;São Paulo, Brasil;
RT :   adoro  lulu nas ele consegue estragar as proprias musicas que ja viraram hino com tanto melismas e vibrato…;RT : I love lulu in it can spoil your own songs that you've turned to song with both melismas and vibrato...;2;0;1;03/11/2016;Gotham;
RT : Inconformado ainda, que o modelinho clichê entrou e a Júlia q levantou a plateia ficou de fora. ;RT : Cop that the modelinho cliche walked in and Julia q raised the audience got out of it.;1;0;1;03/11/2016;Brazil;
RT : REALMENTE ME APAIXONEI PERDIDAMENTE POR VOCÊ! ;RT : REALLY I FELL IN LOVE HOPELESSLY FOR YOU!;2;0;45;03/11/2016;;
  Top seu time adorei ??  ó;Top your time I loved ? can o;3;0;0;03/11/2016;Cerquilho SP;
pq o Michel Teló só vira pra sertanejo? que saco ;pq Michel Teló only turns to the backcountry? that bag;2;0;0;03/11/2016;Santos, Brasil   ;
I Love Lulu ;I Love Lulu;2;0;0;03/11/2016;Santo André, Brasil;
RT : GENTE SERIO FAÇAM O REMIX COM A RISADA DO  PFVR   ó;RT : PEOPLE SERIOUSLY DO THE REMIX WITH THE LAUGHTER OF PFVR o;2;0;1;03/11/2016;Ipaussu - São Paulo;
RT : Opa, ó fechado e top demais. Lacre!   http ;RT : Opa, o-closed, and top too. Seal! http;3;0;2;03/11/2016;Ipaussu - São Paulo;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;Salvador - Bahia;
O cara pode até cantar bem, mais oq dá raiva é q as piroqueiras já vão fazer ele campeão sem nem considerar os outros  ;The guy can sing well, more oq gives rage q is piroqueiras will already make him a champion without even considering the others;1;4;1;03/11/2016;São Paulo, Brasil;
Its claudia bitch !    http ;Its claudia bitch ! http;2;0;0;03/11/2016;Sorocaba, Brasil;
RT : Hoje vai ser mais difícil ainda! Última noite de audições as cegas ;RT : Today is going to be even more difficult! Last night of auditions the blind;2;0;4;03/11/2016;João Pessoa, Paraíba;
RT : Ivete e Cláudia? Que  ;RT : Ivete and Claudia? That;2;0;3;03/11/2016;São Paulo, Brasil;
RT : Gueeenta, coração!!! ;RT : Gueeenta, heart!!!;2;0;17;03/11/2016;Maranhão, Brasil;
RT : Pro Gabriel Correia eu viro sem pestanejar só não disse o que ;RT : Pro Gabriel Correia I turn around without even blinking only not said that;1;0;2;03/11/2016;Na Minha;
semana que vem a rainha vai estar no palco ??   http ;next week the queen will be on stage can? http;2;0;0;03/11/2016;São Paulo, Brasil;
RT : Fico olhando pra Claudia, me dá uma vontade de abraçar ela e não soltar nunca mais ?  ;RT : I'm staring at Claudia, gives me a desire to embrace it and not release to never more can;2;0;4;03/11/2016;Cambará, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Put a keep are you ;
De todas as apresentações dos técnicos, ninguém superou Claudia com seu tchê tchê tchê tchê re tchê! Não vou mentir! ;All the presentations of the technical, no person has Claudia with your tchê tchê tchê tchê re-watch! I'm not going to lie!;1;1;1;03/11/2016;São Paulo - Brasil;
   adoro  lulu nas ele consegue estragar as proprias musicas que ja viraram hino com tanto melismas e vibrato sofriiido??;I love lulu in it can spoil your own songs that you've turned to song with both melismas and vibrato sofriiido??;2;1;1;03/11/2016;São Paulo, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;iPhone: -25.436510,-49.277513;
Viaaado... kkkkk... ;Viaaado... kkkkk...;2;1;0;03/11/2016;Campinas, SP, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;SÃO PAULO.;
  ;;0;0;0;03/11/2016;Sumaré, Brasil;
Ok já vi o magya no , agora vou me recolher na minha suíte máster;Ok I've seen the magya in , now I'm going to collect in my master suite;2;0;0;03/11/2016;São Paulo;
RT : Cês aí babando ovo pro cara e nem repararam que ele levou o namorado junto...   http ;RT : Anish there drooling egg guy and not noticed that he took the boyfriend along... http;2;0;1;03/11/2016;;
Agora começa o programa broxol, que ninguém vê, mesmo colocando ele depois do melhor programa da tv ;Now begins the program broxol, that nobody sees, even placing it after the best program on tv;3;0;0;03/11/2016;São Paulo, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Rio de Janeiro;
RT : Que q p Elieser tá cantando? ;RT : That q p Elieser's singing?;2;0;9;03/11/2016;;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;Rio de Janeiro;
nossa, como assim já acabou ?! ;our, as well already over ?!;2;0;0;03/11/2016;Atibaia;
Acabou, agora só quarta-feira que vem  ó;Just, now only Wednesday that comes o;1;1;0;03/11/2016;Campinas, São Paulo;
  oi, tenho interesse ;hi, I am interested;1;0;0;03/11/2016;Itanhaem só mlk loko;
RT : Vai começar a melhor fase do programa, com a Ivete Sangalo, As batalhas!  http ;RT : you Will start the best phase of the program, with Ivete Sangalo, The battles! http;1;0;8;03/11/2016;Rio de Janeiro | BR;
MDS , Volta 3 casas !!! Esses jurados , são muito ... Ah vai me perdoar. ;MDS , Around 3 houses !!! These jurors are very ... Ah will forgive me.;2;0;0;03/11/2016;Sorocaba, Brasil;
RT : Vai começar a melhor fase do programa, com a Ivete Sangalo, As batalhas!  http ;RT : you Will start the best phase of the program, with Ivete Sangalo, The battles! http;1;0;8;03/11/2016;Brazil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Rio de Janeiro;
Mas o teu amor me cura de uma loucura qualquer ... ;But your love heals me of a madness ...;2;1;0;03/11/2016;São José dos Campos;
O seu amor me cuuuuUuuUUUuUUuuuura, de uma loucuUuuuuUUUuuuuura qualquer...  ;Your love is all I cuuuuUuuUUUuUUuuuura, a loucuUuuuuUUUuuuuura any...;2;2;0;03/11/2016;Guarujá, Brasil;
RT : Quem também gosta de "Adivinha O Quê" do mestr ? ;RT : Who also likes to "Guess What" the grand masters ?;2;0;4;03/11/2016;Hogwarts;
Lindoooooo ?   ;Lindoooooo can;2;0;0;03/11/2016;Guarujá, São Paulo;
Amoo Lulu... ;I Looove Lulu...;2;2;0;03/11/2016;Santos, Brasil;
   Vestido de Alcione... eh isso?;Dress Alcione... so eh?;2;2;0;03/11/2016;Taubaté, Brasil;
Lulu Santos é mostrão, né ;Lulu Santos is mostrão, right;2;0;0;03/11/2016;Guarujá, Brasil;
A Ivete vai cantar no próximo programa e a Cláudia Leitte não vão virar a cadeira.  A Ivete vai falar "foda-se".   ;Ivete will sing in the next program, and the Claudia Leitte aren't going to turn the chair. Ivete will talk about "fuck".;1;0;1;03/11/2016;São Paulo;
Inconformado ainda, que o modelinho clichê entrou e a Júlia q levantou a plateia ficou de fora. ;Distraught even, that the modelinho cliche walked in and Julia q raised the audience got out of it.;1;2;1;03/11/2016;São Paulo ;
Lulu Santos e o melô do lepro "Já não tenho dedos pra contar..." ;Lulu Santos, and had the lepro "I have no fingers to count...";2;1;0;03/11/2016;Itajubá, Minas Gerais;
Mas o teu amor me cura de uma loucura qualquer...?  ;But your love heals me of a madness any...?;2;0;0;03/11/2016;Capão Redondo, São Paulo;
RT : Achei esse look do Lulu tendência ;RT : I Thought this look of the Lulu trend;1;0;3;03/11/2016;Belo Horizonte, Brasil;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;Hogwarts;
?mas o teu amor me cura de uma loucura qualquer ... Amo Lulu ??! ;?but your love heals me of a madness ... I Love Lulu can?!;3;0;0;03/11/2016;Botucatu;
A Rossanah (Como uma deusa) está pedindo de volta a roupa que emprestou pro Lulu ;The Rossanah (As a goddess) is asking back the clothes you lent pro Lulu;2;1;0;03/11/2016;São Paulo//Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Vitória da Conquista, Bahia;
RT : GABRIEL dos meus sonhos  http ;RT : GABRIEL of my dreams http;2;0;6;03/11/2016;;
  Para quem interessar, segue o Twitter do gato >>     ;For those interested, follow the Twitter cat >>;3;1;0;03/11/2016;Santos/SP - BRASIL;
- Primeira fase: Times completos??? Vc já tem seu time, sua voz preferida? ?? Eu já ?????????  ;- First stage: complete Teams?? for sorting me out you've got your team, your voice preferred? ?? I already ? ? ? ? ? ? ? ? for sorting me out;1;0;0;03/11/2016;Charqueada/SP;
RT : Vai começar a melhor fase do programa, com a Ivete Sangalo, As batalhas!  http ;RT : you Will start the best phase of the program, with Ivete Sangalo, The battles! http;1;0;8;03/11/2016;Brasil;
E essa roupa, Lulu? ;And this outfit, Lulu?;2;0;0;03/11/2016;São Paulo, Brasil;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;Niterói ;
RT : Olha a Ivete... loucoooo pra ver o  semana que vem! Vai ser cada tiro na cara dos haters!  RAIN…;RT : Look at the Female... almost all day to see the week that comes! You will each be shot in the face of haters! RAIN...;2;0;2;03/11/2016;Rio de Janeiro ;
Nao gosta pq não sabe fazer ;Don't like cuz I didn't know how to do it;2;0;0;03/11/2016;Santo André, Brasil;
Boa Noite Amigos! Descansem e se cuidem hein! Vai dormir logo ow Karal...? Hj não vou ver ;Good Evening Friends! Rest, and take care huh! Going to sleep soon ow Karal...? Hj I'm not going to see;1;0;0;03/11/2016;São Paulo SP;
RT : Ivete e Cláudia? Que  ;RT : Ivete and Claudia? That;2;0;3;03/11/2016;rj;
RT : Quarta? Junto com X-factor nao vai da não, vc mude isso agora ;RT : Fourth? Along with X-factor will not of not you can change that now;2;0;1;03/11/2016;;
Por mim  tudo bem Tudo beeemmm? ;I'm okay with Everything beeemmm?;2;0;0;03/11/2016;São Paulo, Brasil;
  que capa de chuva é essa Lulu?;that rain cover is this Lulu?;2;0;0;03/11/2016;Piracicaba, São Paulo;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;03/11/2016;Rio de Janeiro, Brasil;
Se tem uma coisa que o mundo não precisa mais é de cantor sertanejo.. tem 4 duplas pra cada habitante do Brasil! ;If there's one thing that the world does not need is more of the singer backcountry.. has 4 dual to each inhabitant of Brazil!;1;3;3;03/11/2016;São Paulo, Brasil;
  toppp;toppp;2;0;0;03/11/2016;São Paulo, Brasil;
Michel Teló  Telo  Nos trends    ó http ;Michel Teló Telo In trends o http;2;1;0;03/11/2016;Campinas, São Paulo;
Que roupa feia do Lulu kkkkkk ;That outfit ugly Lulu.;2;0;0;03/11/2016;Santa Bárbara d'Oeste, Brasil;
Que roupa é essa do lulu??? kkkkkkkkkk ;What outfit is this lulu??? kkkkkkkkkk;2;0;0;03/11/2016;mogi mirim;
Desconfiguraram o "pijama" da Claudia e deram pro Lulu ;Desconfiguraram the "pajamas" of Claudia and gave pro Lulu;2;0;0;03/11/2016;Santa Bárbara D'Oeste - SP;
Lulu Santos louco e com essas roupas loucas é a Rihanna brasileira. ;Lulu Santos crazy and with these clothes crazy is the Rihanna brazilian.;2;0;0;03/11/2016;Bragança Paulista, Brasil;
RT : mais um crush do the voice ?  http ;RT : more of a crush of the voice ? http;2;0;2;03/11/2016;;
RT : Quando eu penso no mozão.  http ;RT : When I think of the mozão. http;2;0;194;03/11/2016;lakewood ;
Eu tinha dito isso pro Xfactor mas vale pro    AI VEM ESSE GABRIEL ? http ;I had said this pro Xfactor but it pro here COMES THAT GABRIEL ? http;3;0;0;03/11/2016;Santos;
Como assim a Ivete Sangalo vai ser mentora de todos times nas batalhas? Jurava que ia ser no Tira Teima que é os Knockouts. ;As well as Ivete Sangalo will be mentor of all times in the battles? Swore that was going to be in the Strip Determined that it is the Knockouts.;2;1;0;03/11/2016;Caraguatatuba, São Paulo;
E nao ficou legal essas melismas do Lulu, melhor nao fazer ;And was not cool these melismas of Lulu, better not do it;1;0;0;03/11/2016;Santo André, Brasil;
Comassim já acabou meu programa ? "/ ;Comassim already finished my program ? "/;2;0;0;03/11/2016;São Paulo, Brasil;
RT : Trouxeram Veveta pra levantar esse programa caido ????? ;RT : Brought Received to get this program o ?????;1;0;1;03/11/2016;Santa Catarina;
até quarta ;up to the fourth;2;0;0;03/11/2016;sampa;
RT : Mas o teu amor me cura, de uma loucura qualquer ?? ;RT : But your love heals me, a madness any ??;2;0;1;03/11/2016;Rio de Janeiro;
Olá Gabriel Correa, tenho interesse. http  ;Hello Gabriel Correa, I am interested in. http;2;1;1;03/11/2016;São Paulo;
RT : Olha a Ivete... loucoooo pra ver o  semana que vem! Vai ser cada tiro na cara dos haters!  RAIN…;RT : Look at the Female... almost all day to see the week that comes! You will each be shot in the face of haters! RAIN...;2;0;2;03/11/2016;Recife;
Podia rolar uma homenagem ao  ;Could roll a tribute to the;3;1;0;03/11/2016;São Paulo;
O que é esse cara com o microfone enfiado na boca. N basta o Lulu kkkkkkkkkkk n dá pra virar a cadeira  N msm   ;What is this guy with the microphone shoved in his mouth. N just the Lulu hahahaha n you can turn the chair N msm;3;0;0;03/11/2016;Mauá;
Veveta e Cláudia? QUERO ;Members and Claudia? I WANT to;2;1;0;03/11/2016;São José dos Campos, Brasil;
Faz tempo que não entro naquela de ouvir Lulu Santos por um mês seguido, as mesmas músicas...hahahaha ;Time does not get that of listen Lulu Santos for a month followed, the same songs...hahahaha;1;0;0;03/11/2016;Itararé - SP;
De uma loucura qualquer ;A madness any;2;0;0;03/11/2016;São Paulo, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Eunápolis - BA;
RT :  Para quem interessar, segue o Twitter do gato >>     ;RT : For those interested, follow the Twitter cat >>;2;0;3;03/11/2016;NITERÓI-RJ;
Ahhh já acabou  ó;Ahhh, it is over o;2;0;0;03/11/2016;Cerquilho SP;
  DESTRUIDORRR ;DESTRUIDORRR;2;0;0;03/11/2016;sampa;
Gente o lulu ta parecendo uma mulher kkkkk mortaa ;People the lulu ta looking like a woman. mortaa;2;1;0;03/11/2016;Ilhabela;
RT : Pro Gabriel Correia eu viro sem pestanejar só não disse o que ;RT : Pro Gabriel Correia I turn around without even blinking only not said that;1;0;2;03/11/2016;snapchat: slucas_ds;
Eu caminhava e fingia que conhecia as pessoas e fingia que gostava de alguém e fingia que o tempo passava ;I walked, and pretended that he knew the people and pretended that I liked someone and pretended that the time was passing;1;0;0;03/11/2016;Periferia de São Paulo;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;Brasil;
Que roupa é essa do Lulu Santos? ;What outfit is that of Lulu Santos?;2;0;0;03/11/2016;Jundiaí, São Paulo;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;Porto Alegre -Rs;
RT : Mais um programa topp demais!!!  ;RT : the More a program topp too!!!;2;0;14;03/11/2016;São Paulo, Brasil;
Lulu pegou a bata do Gominho?! PAREI ;Lulu picked up the beat of the Gominho?! I STOPPED;2;2;2;03/11/2016;Sumaré, Brasil;
Lulu Santos vestido de Alcione  ;Lulu Santos dress Alcione;2;1;0;03/11/2016;Piracicaba, São Paulo;
O  ta cantando ou ta dando aula em cima do palco?? ?????????? ;The ta singing or ta giving the lesson at the top of the stage?? ??????????;2;0;0;03/11/2016;Santo André SP;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;São Luís-MA;
se o Lulu virasse pra mim eu nem ia pensar em qm escolher ;if Lulu goes to me, I would not think of qm to choose;1;0;0;03/11/2016;São Vicente, Brasil;
minha mãe ta apaixonada por esse cara, meu Deus kkkkkkkk ;my mother ta in love with this guy, my God!;2;1;0;03/11/2016;Santo André, Brasil;
LACREEEE ;LACREEEE;2;0;0;03/11/2016;sampa;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;;
RT : Achei esse look do Lulu tendência ;RT : I Thought this look of the Lulu trend;1;0;3;03/11/2016;Garanhuns, Brasil;
RT : Gueeenta, coração!!! ;RT : Gueeenta, heart!!!;2;0;17;03/11/2016;São Paulo, Brasil;
Motivos para o Michel Teló não escolher algum candidato ( ) Canta mal ( ) Saiu do tom (x) Não canta sertanejo     ;Reasons for the Michel Teló not to choose any candidate ( ) Sing badly ( ) Came out of the tom (x) does Not sing the backcountry;1;17;16;03/11/2016;São Paulo, Brasil;
O  só tem sucesso, só música boa! ;The only successful, only good music!;3;0;0;03/11/2016;São Paulo, Brasil;
Julia, sua linda, vc é melhor do que esse programa. Nunca deixe que ninguém diga que você não é boa. Pq VC É! ;Julia, his lovely, vc is better than this program. Never let anyone tell you it is not good. Pq VC IS!;3;1;3;03/11/2016;Sao Paulo, Brazil;
Agora é a vez do Lulu lacrar. ;Now it is the turn of the Lulu seal.;2;0;0;03/11/2016;Santa Bárbara d'Oeste, Brasil;
RT : Ivete Sangalo terá a função de Dona da Porra Toda no ;RT : Ivete Sangalo will be the role of the Mistress of the Cum All in;2;0;32;03/11/2016;  MG - Brasil;
Olha a Ivete... loucoooo pra ver o  semana que vem! Vai ser cada tiro na cara dos haters!  RAINHA SIM!!!!;Look at the Female... almost all day to see the week that comes! You will each be shot in the face of haters! QUEEN YES!!!!;3;3;2;03/11/2016;Santa Catarina, Brasil;
ja quero essa roupa do Lulu pra causar nos roles ;I want this outfit from Lulu to cause in the roles;2;9;1;03/11/2016;;
Quarta? Junto com X-factor nao vai da não, vc mude isso agora ;The fourth? Along with X-factor will not of not you can change that now;2;0;1;03/11/2016;São Paulo, Brasil;
Lulu Santos é muito amor envolvido Melhor show ;Lulu Santos is a lot of love involved the Better the show;3;0;0;03/11/2016;São Paulo, Brasil;
